row_index,employee,text_columns_used,comment_text,positive_score,negative_score,matched_phrases,basis
1862,(unknown employee),body,"i guess it is free no matter what




""Bass, Jason"" <Jason.Bass2@COMPAQ.com> on 07/21/2000 09:07:46 AM",0,1,,negative_word_score
1867,(unknown employee),body,The original message is encrypted using Lotus Notes Public and Private Key security.  Encrypted messages cannot be migrated to Microsoft Exchange Server.,0,1,,negative_word_score
1869,(unknown employee),body,"This CP has merged into PANCANADIAN ENERGY SERVICES INC.

If you do not wish to receive these notices, please let me know.",0,1,,negative_word_score
1870,(unknown employee),body,"I am hosting drinks at my home and dinner at Champions Golf Club on Saturday, 
May 5 for my operations team and their spouses.  Greg and I talked about this 
today.  He asked me to e-mail you so that you could put this on his calendar 
and said that you would e-mail his wife to check the date as well.  If he and 
his wife are available, I will let you know details as it gets closer.  
Thanks for your help.  --Sally",0,2,,negative_word_score
1874,(unknown employee),body,"Loan Decision:           Referred

Application Number:   725068.01

   Decision Date:       4/5/2001

Borrower Information:

   Applicant:              Don Cliff Baughman

Product Information:  Personal Loan



Special Instructions:
Your loan request has been sent to our main office for further review.
You will be notified of the decision within 24-48 hours.

PLEASE NOTE: This is not an active email account, and is only used for
returning loan decisions.  Please do not reply to this email address, as
it will not reach a recipient.",0,3,,negative_word_score
1875,(unknown employee),body,"we will make but won't be there till around 6:30 ish





""K. Bass"" <daphneco64@bigplanet.com> on 06/08/2000 09:57:35 AM
Please respond to ""K. Bass"" <daphneco64@bigplanet.com>",0,1,,negative_word_score
1880,(unknown employee),body,"Hey Danny,

When does the next flag football season start at the YMCA?  We would like to 
play in the next league.

Also,  are you planning to have another flag football tournament this 
summer?  If so, when?

Thanks,

Eric",0,1,,negative_word_score
1886,(unknown employee),body,"I will be out of the office for most of the day on Friday.  My dad is 
experiecing serious health problems, and he will be in Houston on Friday for 
an appointment with a specialist that I have arranged.  I will be going to 
the doctor's appointment with my dad.  Depending upon waiting room time, I 
may not be in the office for the 1:30 meeting in EB3305 to discuss the 
findings from the recent internal audit projects.  I have asked Shona Wilson 
to attend in my place.  Please continue with the meeting, as I know that this 
is a difficult meeting to schedule.  I will get an update from Shona when I 
get back to the office.",0,2,,negative_word_score
1891,(unknown employee),body,"I was thinking that if we run trips on offense the other team won't know what 
hit them.  So I will draw up some plays.


What do you think?",0,1,,negative_word_score
1898,(unknown employee),body,"i felt fine.  i ate a breakfast bar before i went.  normally dont do that.  wont be doing that again.

wanna do something tonight?  what time do you get out of here?",0,1,,negative_word_score
1904,(unknown employee),body,"[IMAGE][IMAGE]	
  		
   Dear Don,  Click here now to redeem your Rose Blossom Bud Vase by Lenox!    [IMAGE]   [IMAGE]  [IMAGE]  [IMAGE]       		
  		
	 Shipping and handling charges apply.  Forgot your member name?  It is: Baughman Forgot your iWon password? Click here.    You received this email because when you registered at iWon you agreed to receive email from us. To unsubscribe from one or more email categories, please click below. Please note, changes may take up to one week to process. If you're not signed in, you will need to do so before you can update your profile. Click here.",0,1,,negative_word_score
1907,(unknown employee),body,"No.  I went last year and it was more packed than on a regular day. 




Shanna Husser@ENRON
04/13/2000 11:33 AM",0,1,,negative_word_score
1908,(unknown employee),body,"As a follow up to the 2000 audit plan, please be advised that we have not 
received to date the matrix reporting packages to enable my group to update 
the BRM database on all audits since the beginning of the 2000 plan year as 
well as the Capital Books audit for 1999.  Would you please make sure we get 
the following reports as soon as possible so we can get them in the 
database.  If you have any questions, please let me know.  Thank you. Donna

Reports needed:

Capital Books (1999)
Enron Online
Trading Controls Group
Database System Management
Coal
Equity Comparables
Merchant Asset Portfolio
GRMS
Risk Controls Group
Pulp, Paper & Lumber
Related Party & Affiliate Activities
Investment Portfolio Activity Reporting & Analysis
Phoenix/LIM

This includes all reports that were scheduled to be completed through June 
2000.",0,2,,negative_word_score
1909,(unknown employee),body,"Faith,

Attached is information regarding the Texas Desk as it relates to the current 
Texas market, EOL performance metrics, and Post HPL Action Plan.

Please do not hesitate to call with questions.


Thanks, 


Eric
x3-0977",0,1,,negative_word_score
1910,(unknown employee),body,"Here are the home games when Meagan will be dancing in the half-time routine:

 Friday, September 15  7:00 pm

 Saturday, October 14  7:00 pm

 Friday, October 20  7:00 pm  (homecoming) 

There is a chance that she could be added to two other home games if 
alternates are needed.  Nothing definitive on that, of course.  She did get 
put into a routine last year as an alternate, but you never know.  

We would love for you to come for a visit this fall, and it would be fun if 
it would work around one of these games.  I have also given this schedule to 
Cindy, as she and Brigeda were interested in making it to a game.  

I am headed to Dallas early tomorrow morning.  Patti has sent you a copy of 
my itinerary.",1,6,,negative_word_score
1912,(unknown employee),body,"I have a standing staff meeting that I attend on Monday mornings, so I will 
not be available when you and James meet on the 8th.  I will look forward to 
getting with James after your meeting for an update.  




Mike Campbell <MCampbell@HDINC.COM> on 01/03/2001 02:50:49 PM",0,1,,negative_word_score
1913,(unknown employee),body,"Here's the Houston Chronicle Subscription Account Number you requested:

    Account Number: 10028707
    Zip Code: 77583

Using these two pieces of information, you can activate your
SubscribersADVANTAGE account features at the HoustonChronicle.com
web site's registration page:
http://www.chron.com/registration/login.hts

If you have any questions or problems registering, please call
Customer Service at 713-220-2700 between 8:00 AM and 5:00 PM Monday
through Friday, or email online@chron.com <mailto:online@chron.com>

Thank you for using HoustonChronicle.com!",0,1,,negative_word_score
1917,(unknown employee),body,"I was probably hopelessly stuck in traffic when we were to talk, and did not 
even realize that the time had passed. Construction on my route in to work is 
to continue until early January, and my alternate routes have proven to 
busts.  

I will call you tomorrow and see if I can catch you between issues.

Thanks for making the trip to Houston with your crew last week.  It was great 
to have people from so many different offices, supporting so many different 
commodities -- and yet with so many similar issues.  Your support for the 
interaction between offices is so valuable.  Thanks again for all of your 
efforts.  --Sally 




Mike Jordan
11/01/2000 08:57 AM",1,5,,negative_word_score
1922,(unknown employee),body,"Here is the schedule

Thursday 7th Dec.

10:30  Tracee Bersani
12:30  Gautam Gupta
1:30  Nathan Will
2:30  Eric Bass
3:30  Steve Jacobellis
4:30  Virawan Yawapongsiri
5:30  Kenneth Shulklapper

Friday 8th Dec.

9:00  Ying Lin
10:00  John Howton


Monday 11th Dec.

8:00  Seth Hurwitz

Need response from IIan Caplan and Jennifer Newbrough as to availability.  I 
will contact Ricardo to schedule a phone interview.

Remember to send me the following as soon as possible, but definately before 
we meet;

Education
Brief job history (non-ene)
Rotations at Enron and to whom you reported
Current job description (projects underway, etc.)
Accomplishments this year (include 1st half)
Name of supervisor that can comment best on your year

Thanks",0,1,,negative_word_score
1923,(unknown employee),body,"Please print attachment and make sure that e:mail addresses are included for 
the students.  Call Ted if any problems.  Thanks. We will need this to send 
invitations to students and Ted (plus some Enron folks) to a tour of Enron 
Field and dinner on January 31.  Let's talk about arranging details.  thanks.",0,1,,negative_word_score
1928,(unknown employee),body,"Imelda,

Could you please re-map HPL meter #0073 to the IF-HPL/Shpchan mid market 
curve.  Please keep all other mappings for this zone and point the same.  


Thanks,

Eric
x3-0977",0,1,,negative_word_score
